x,y,z
-4,4,-0.3
-2.5,2.5,-0.3
-2.5,2.5,-0.3
0.411077,2.25129,-0.0787063
1.88989,2.29418,-0.163183
2.5,2.5,-0.3
2.5,2.5,-0.3
1.83991,2.24035,-0.577841
-0.0907023,2.16367,-0.663464
-1.78943,0.681122,0.326015
-2.42214,0.0531821,0.704137
-1.3202,-1.50666,0.226158
-0.256878,-2.36176,-0.732338
-0.0273148,-2.41756,-0.780775
0.355386,-2.48488,-0.655977
1.24934,-1.75451,-0.144157
1.73807,-1.58872,-0.434835
2.5,-2.5,-0.3
2.5,-2.5,-0.3
1.98863,-2.65848,-0.454126
1.20261,-2.79495,-0.599581
0.268501,-2.54172,-0.614221
-2.5,-2.5,-0.3
-2.5,-2.5,-0.3
-2.8802,1.56734,-0.360072
-4,4,-0.3
