x,y,z
-4,4,-0.3
-2.5,2.5,-0.3
-2.5,2.5,-0.3
1.46177,2.28581,-0.729092
1.77573,2.28692,-0.705969
2.13691,2.32253,-0.626764
2.5,2.5,-0.3
2.5,2.5,-0.3
1.82152,2.23753,-0.326594
-1.60278,2.25332,-0.655851
-2.94064,1.65465,-1.14491
-2.28134,-0.163341,0.481591
-1.27912,-1.54224,0.829427
0.0723331,-2.55809,1.34804
1.99699,-1.95455,1.33643
2.5,-2.5,-0.3
2.5,-2.5,-0.3
1.96271,-2.67781,-0.126665
1.77356,-2.69162,-0.0341738
0.961609,-2.70093,0.397386
0.0159403,-2.58898,0.921683
-2.5,-2.5,-0.3
-2.5,-2.5,-0.3
-2.62684,-0.794117,-0.258403
-2.8211,0.651378,-0.236686
-4,4,-0.3
