x,y,z
-4,4,-0.3
-2.5,2.5,-0.3
-2.5,2.5,-0.3
1.59412,2.2555,-0.690961
1.91151,2.30191,-0.602332
2.5,2.5,-0.3
2.5,2.5,-0.3
1.9153,2.29308,-0.712842
-0.0253291,2.17763,-1.19232
-1.79606,0.824714,-1.28302
-2.20806,0.230271,-1.23818
-2.29555,-0.00407685,-1.1884
-2.19203,-0.281879,-1.15957
-1.10707,-1.76186,-1.05925
0.0154986,-2.49672,-1.03609
1.31378,-2.78692,-0.61235
1.83207,-2.68896,-0.472164
2.5,-2.5,-0.3
2.5,-2.5,-0.3
2.22554,-2.64976,-0.453147
1.56038,-2.74232,-0.889246
-0.110434,-2.5844,-1.06425
-2.5,-2.5,-0.3
-2.5,-2.5,-0.3
-2.60341,-0.245073,-0.404459
-4,4,-0.3
