x,y,z
-4,4,-0.3
-2.5,2.5,-0.3
-2.5,2.5,-0.3
1.71568,2.27532,-0.218551
1.94238,2.30306,-0.234129
2.5,2.5,-0.3
2.5,2.5,-0.3
1.22718,2.05761,0.578887
-0.636944,2.13413,0.951508
-2.15388,0.26007,0.781043
-2.33402,0.00649039,0.756074
-1.3129,-1.784,0.340484
-0.136769,-2.38488,0.113585
1.17554,-2.85305,0.0478225
2.28063,-2.5724,-0.236386
2.5,-2.5,-0.3
2.5,-2.5,-0.3
1.60942,-2.80278,0.0335834
-0.346409,-2.52088,0.542813
-2.5,-2.5,-0.3
-2.5,-2.5,-0.3
-2.2869,0.128986,0.545128
-1.80915,0.841426,0.431669
-1.81546,2.21839,0.000241309
-4,4,-0.3
