x,y,z
-4,4,-0.3
-2.5,2.5,-0.3
-2.5,2.5,-0.3
-2.05688,2.1737,-0.213801
1.90722,2.29496,-0.157844
2.5,2.5,-0.3
2.5,2.5,-0.3
1.8666,2.26749,-0.224452
-0.183358,2.11802,-0.12616
-2.48824,-0.0713379,0.240515
-2.48657,-0.304855,0.316187
-0.865683,-1.99166,1.0092
-0.121656,-2.40009,1.031
0.646926,-2.67068,0.911809
1.7131,-2.71962,0.379844
2.5,-2.5,-0.3
2.5,-2.5,-0.3
1.74305,-2.71621,-0.55959
1.34704,-2.69744,-0.485401
0.797534,-2.62053,-0.283201
-2.5,-2.5,-0.3
-2.5,-2.5,-0.3
-2.55918,-0.623683,-0.216485
-2.94834,0.998198,-0.190352
-4,4,-0.3
