x,y,z
-4,4,-0.3
-2.5,2.5,-0.3
-2.5,2.5,-0.3
-1.03031,2.31687,-0.498052
1.77469,2.28886,-0.319157
1.89663,2.29855,-0.305672
2.5,2.5,-0.3
2.5,2.5,-0.3
2.62143,1.45966,-0.0206422
2.63034,1.35936,-0.000449894
2.64283,0.919331,0.074243
2.53735,0.00150211,0.264561
2.54054,-0.0325853,0.265914
2.57124,-0.197152,0.261102
2.77362,-0.569999,0.0988167
2.78528,-0.614744,0.0832133
2.83369,-0.865928,0.00164771
2.81668,-1.06259,-0.0428253
2.5,-2.5,-0.3
2.5,-2.5,-0.3
2.10765,-2.61613,-0.273893
1.82568,-2.68614,-0.257103
1.1657,-2.7424,-0.233599
0.50062,-2.63333,-0.276999
-1.99105,-2.45751,-0.345978
-2.5,-2.5,-0.3
-2.5,-2.5,-0.3
-2.621,-0.196204,-0.261637
-4,4,-0.3
