x,y,z
-4,4,-0.3
-2.5,2.5,-0.3
-2.5,2.5,-0.3
1.41506,1.92152,-0.154068
1.90931,1.94213,-0.185142
2.5,2.5,-0.3
2.5,2.5,-0.3
1.75216,1.7456,-0.421544
0.225301,2.30368,-0.583637
-0.228925,2.03301,-0.507475
-2.25636,0.152337,-0.110393
-3.0726,-1.0109,0.00603768
-3.07376,-1.6631,-0.0237965
-1.97504,-2.61525,-0.379731
-1.48427,-2.6702,-0.384702
0.970494,-2.48124,-0.114581
2.5,-2.5,-0.3
2.5,-2.5,-0.3
0.350198,-2.49289,-0.358432
-1.55012,-2.79018,-0.176031
-2.5,-2.5,-0.3
-2.5,-2.5,-0.3
-3.13402,-1.50536,-0.611047
-3.18705,-1.36256,-0.64388
-2.67315,0.106296,-0.348348
-4,4,-0.3
