x,y,z
-4,4,-0.3
-2.5,2.5,-0.3
-2.5,2.5,-0.3
0.373485,2.2866,-0.237038
1.84129,2.27649,-0.204273
2.5,2.5,-0.3
2.5,2.5,-0.3
2.02937,2.44647,1.25299
1.77235,2.42498,1.33209
0.000286695,2.19765,1.106
-2.05891,0.621886,0.325137
-2.51055,-0.531128,-0.120106
-0.0970117,-2.49416,-0.996665
0.826344,-2.66867,-0.537449
1.67542,-2.73329,-0.490244
2.5,-2.5,-0.3
2.5,-2.5,-0.3
1.79022,-2.71459,-0.348794
1.49082,-2.70926,-0.478657
0.935377,-2.6546,-0.759644
0.12896,-2.53888,-1.17191
-2.5,-2.5,-0.3
-2.5,-2.5,-0.3
-2.62455,0.0217848,0.123298
-4,4,-0.3
